/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/center_2019_06_02_13_16_54_140.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/left_2019_06_02_13_16_54_140.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/right_2019_06_02_13_16_54_140.jpg,0,0,0,1.248646E-06
/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/center_2019_06_02_13_16_54_226.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/left_2019_06_02_13_16_54_226.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/right_2019_06_02_13_16_54_226.jpg,0,0,0,1.213844E-05
/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/center_2019_06_02_13_16_54_311.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/left_2019_06_02_13_16_54_311.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/right_2019_06_02_13_16_54_311.jpg,0,0,0,1.059645E-06
/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/center_2019_06_02_13_16_54_398.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/left_2019_06_02_13_16_54_398.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/right_2019_06_02_13_16_54_398.jpg,0,0,0,2.24424E-06
/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/center_2019_06_02_13_16_54_483.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/left_2019_06_02_13_16_54_483.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/right_2019_06_02_13_16_54_483.jpg,0,0,0,3.238651E-06
/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/center_2019_06_02_13_16_54_570.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/left_2019_06_02_13_16_54_570.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/right_2019_06_02_13_16_54_570.jpg,0,0,0,4.301273E-06
/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/center_2019_06_02_13_16_54_639.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/left_2019_06_02_13_16_54_639.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/right_2019_06_02_13_16_54_639.jpg,0,0,0,4.83297E-06
/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/center_2019_06_02_13_16_54_728.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/left_2019_06_02_13_16_54_728.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/right_2019_06_02_13_16_54_728.jpg,0,0,0,7.973167E-07
/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/center_2019_06_02_13_16_54_815.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/left_2019_06_02_13_16_54_815.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/right_2019_06_02_13_16_54_815.jpg,0,0,0,6.361537E-06
/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/center_2019_06_02_13_16_54_883.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/left_2019_06_02_13_16_54_883.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/right_2019_06_02_13_16_54_883.jpg,0,0,0,1.416826E-06
/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/center_2019_06_02_13_16_54_950.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/left_2019_06_02_13_16_54_950.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/right_2019_06_02_13_16_54_950.jpg,0,0,0,3.701928E-06
/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/center_2019_06_02_13_16_55_019.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/left_2019_06_02_13_16_55_019.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/run1/IMG/right_2019_06_02_13_16_55_019.jpg,0,0,0,2.970673E-06
